id,title,year,imdb_id,tmdb_id,tmdb_type,type,popularity_percentile
3213685,Ride or Die,2026,tt30494226,241882,tv,tv_series,98.694
3193975,The Mighty Nein,2025,tt26453092,219080,tv,tv_series,97.166
3200693,The Bondsman,2025,tt28256288,229711,tv,tv_series,96.078
3229346,Bait,2026,tt32252887,257519,tv,tv_series,96.079
1688507,Nimona,2023,tt19500164,961323,movie,movie,99.276
143379,Barbie,2023,tt1517268,346698,movie,movie,99.955
3190574,Lockwood & Co.,2023,tt13802576,213241,tv,tv_series,92.631
3171191,ONE PIECE,2023,tt11737520,111110,tv,tv_series,98.87
3168697,The Midnight Gospel,2020,tt11639414,96713,tv,tv_series,93.847
3184495,Dead Boy Detectives,2024,tt15358446,132750,tv,tv_series,92.631
1451299,The Flash,2023,tt0439572,298618,movie,movie,99.959
1662726,Mortal Kombat II,2026,tt17490712,931285,movie,movie,99.989
1608538,The Creator,2023,tt11858890,670292,movie,movie,99.876
1514676,Wolfwalkers,2020,tt5198068,441130,movie,movie,99.728
3212158,Dan Da Dan,2024,tt30217403,240411,tv,tv_series,99.069
3185624,Monarch: Legacy of Monsters,2023,tt17220216,202411,tv,tv_series,98.548
3172165,Dota: Dragon's Blood,2021,tt14069590,118956,tv,tv_series,96.897
1589918,Spider-Man: No Way Home,2021,tt10872600,634649,movie,movie,99.997
1496273,Dune: Part One,2021,tt1160419,438631,movie,movie,99.987
3182718,Wednesday,2022,tt13443470,119051,tv,tv_series,99.811
3178198,Arcane,2021,tt11126994,94605,tv,tv_series,99.727
3170425,JUJUTSU KAISEN,2020,tt12343534,95479,tv,tv_series,99.88
3157435,The Lord of the Rings: The Rings of Power,2022,tt7631058,84773,tv,tv_series,99.888
3166158,Lupin,2021,tt2531336,96677,tv,tv_series,99.226
3162432,The Wheel of Time,2021,tt7462410,71914,tv,tv_series,99.436
1703330,Superman,2025,tt5950044,1061474,movie,movie,99.984
1496510,The Suicide Squad,2021,tt6334354,436969,movie,movie,99.952
157269,No Time to Die,2021,tt2382320,370172,movie,movie,99.946
3168647,Outer Banks,2020,tt10293938,100757,tv,tv_series,99.929
3162280,Demon Slayer: Kimetsu no Yaiba,2019,tt9335498,85937,tv,tv_series,97.967
1901214,Swapped,2026,tt29552248,1007757,movie,movie,99.986
1629314,Blue Beetle,2023,tt9362930,565770,movie,movie,99.809
1595029,The Northman,2022,tt11138512,639933,movie,movie,99.942
1586886,The Matrix Resurrections,2021,tt10838180,624860,movie,movie,99.914
1515072,Uncharted,2022,tt1464335,335787,movie,movie,99.914
1504520,Black Adam,2022,tt6443346,436270,movie,movie,99.964
1471731,Wonder Woman 1984,2020,tt7126948,464052,movie,movie,99.876
120878,Aladdin,2019,tt6139732,420817,movie,movie,99.903
3194539,My Adventures with Superman,2023,tt14681924,125928,tv,tv_series,98.549
3182029,Hell's Paradise,2023,tt13911284,117465,tv,tv_series,99.172
3175655,All of Us Are Dead,2022,tt14169960,99966,tv,tv_series,99.033
3164931,Jurassic World: Camp Cretaceous,2020,tt10436228,93741,tv,tv_series,99.033
1785174,Anaconda,2025,tt33244668,1234731,movie,movie,99.922
1644435,Dune: Part Two,2024,tt15239678,693134,movie,movie,99.987
1609996,The Adam Project,2022,tt2463208,696806,movie,movie,99.809
1583797,The Tomorrow War,2021,tt9777666,588228,movie,movie,99.935
1564077,Enola Holmes,2020,tt7846844,497582,movie,movie,99.809
1553969,Ghostbusters: Afterlife,2021,tt4513678,425909,movie,movie,99.929
1167187,Fast & Furious Presents: Hobbs & Shaw,2019,tt6806448,384018,movie,movie,99.935
1150091,Godzilla vs. Kong,2021,tt5034838,399566,movie,movie,99.914
535884,His Dark Materials,2019,tt5607976,68507,tv,tv_series,98.549
3233409,Secret Level,2024,tt33204697,261579,tv,tv_series,97.818
3194672,The Apothecary Diaries,2023,tt26743760,220542,tv,tv_series,99.865
3183123,SPY x FAMILY,2022,tt13706018,120089,tv,tv_series,99.816
3171655,Mushoku Tensei: Jobless Reincarnation,2021,tt13293588,94664,tv,tv_series,99.969
1559743,Mortal Kombat,2021,tt0293429,460465,movie,movie,99.902
1549698,Shadow and Bone,2021,tt2403776,85720,tv,tv_series,97.166
1129886,Fantastic Beasts: The Secrets of Dumbledore,2022,tt4123432,338953,movie,movie,99.935
1100053,Pokémon: Detective Pikachu,2019,tt5884052,447404,movie,movie,99.935
3183470,Night Sky,2022,tt13361448,111894,tv,tv_series,94.823
3178664,The Legend of Vox Machina,2022,tt11247158,135934,tv,tv_series,99.642
3174840,Clarkson's Farm,2021,tt10541088,117648,tv,tv_series,97.818
3173896,Sweet Tooth,2021,tt12809988,103768,tv,tv_series,98.2
3163588,Vinland Saga,2019,tt10233448,88803,tv,tv_series,96.078
1643747,Murder Mystery 2,2023,tt15255288,638974,movie,movie,99.774
1513834,Guillermo del Toro's Pinocchio,2022,tt1488589,555604,movie,movie,99.669
1171423,How to Train Your Dragon: The Hidden World,2019,tt2386490,166428,movie,movie,99.89
1130468,F9: The Fast Saga,2021,tt5433138,385128,movie,movie,99.806
3226810,Sakamoto Days,2025,tt17069148,207332,tv,tv_series,98.548
1687959,A Minecraft Movie,2025,tt3566834,950387,movie,movie,99.975
1579749,The Mitchells vs. the Machines,2021,tt7979580,501929,movie,movie,99.809
1570233,Love and Monsters,2020,tt2222042,590223,movie,movie,99.588
1440747,Triple Frontier,2019,tt1488606,399361,movie,movie,99.728
3237050,The Fragrant Flower Blooms with Dignity,2025,tt36592690,271607,tv,tv_series,99.684
3208835,The Amazing Digital Circus,2023,tt27610198,261145,tv,tv_series,98.87
3199772,Common Side Effects,2024,tt28093628,228878,tv,tv_series,98.619
3181732,Our Flag Means Death,2022,tt11000902,109939,tv,tv_series,97.635
1749638,The Wild Robot,2024,tt29623480,1184918,movie,movie,99.986
1635164,Enola Holmes 2,2022,tt14641788,829280,movie,movie,99.728
115147,Abominable,2019,tt6324278,431580,movie,movie,99.669
3189194,The Bastard Son & The Devil Himself,2022,tt13649396,210235,tv,tv_series,92.631
1690558,Wallace & Gromit: Vengeance Most Fowl,2024,tt17163970,929204,movie,movie,99.588
539715,Smiling Friends,2020,tt12074628,126506,tv,tv_series,98.392
3225130,Twilight of the Gods,2024,tt10625492,97333,tv,tv_series,96.078
3208729,Dragon Ball Daima,2024,tt29485149,236994,tv,tv_series,98.619
3188019,【OSHI NO KO】,2023,tt21030032,203737,tv,tv_series,99.069
3183207,Outer Range,2022,tt11685912,113985,tv,tv_series,96.536
3171281,Resident Evil,2022,tt9660182,108296,tv,tv_series,95.531
3170404,Julie and the Phantoms,2020,tt10183988,106292,tv,tv_series,88.43
3165593,Kipo and the Age of Wonderbeasts,2020,tt10482560,95599,tv,tv_series,96.078
3163188,I Am Not Okay with This,2020,tt9446688,90260,tv,tv_series,93.847
3100109,Rick and Morty,2013,tt2861424,60625,tv,tv_series,99.971
1652190,Venom: The Last Dance,2024,tt16366836,912649,movie,movie,99.978
1644519,Red One,2024,tt14948432,845781,movie,movie,99.971
1415733,The Revenant,2015,tt1663202,281957,movie,movie,99.961
1244463,Man of Steel,2013,tt0770828,49521,movie,movie,99.971
1184713,Interstellar,2014,tt0816692,157336,movie,movie,99.994
3253844,"Bon Appetit, Your Majesty",2025,tt37600136,280945,tv,tv_series,96.897
3179985,My Dress-Up Darling,2022,tt15765670,123249,tv,tv_series,99.033
3162828,Primal,2019,tt10332508,89456,tv,tv_series,98.2
3162172,Black Summer,2019,tt8923854,88052,tv,tv_series,96.536
3155025,Lovecraft Country,2020,tt6905686,82816,tv,tv_series,94.823
390013,Outlander,2014,tt3006802,56570,tv,tv_series,99.921
373015,Lucifer,2016,tt4052886,63174,tv,tv_series,99.88
319878,Carmen Sandiego,2019,tt7042146,74728,tv,tv_series,95.531
1683228,Godzilla X Kong: The New Empire,2024,tt14539740,823464,movie,movie,99.922
1638843,Rebel Moon - Part One: A Child of Fire,2023,tt14998742,848326,movie,movie,99.728
1562557,News of the World,2020,tt6878306,581032,movie,movie,99.276
1526558,Space Jam: A New Legacy,2021,tt3554046,379686,movie,movie,99.859
1471728,Wonder Woman,2017,tt0451279,297762,movie,movie,99.935
1470305,Wish Dragon,2021,tt5562070,550205,movie,movie,99.588
1402921,The Lego Movie 2: The Second Part,2019,tt3513498,280217,movie,movie,99.774
1364053,Suicide Squad,2016,tt1386697,297761,movie,movie,99.902
1357316,Spider-Man: Homecoming,2017,tt2250912,315635,movie,movie,99.991
1357037,Spectre,2015,tt2379713,206647,movie,movie,99.859
1350564,Skyfall,2012,tt1074638,37724,movie,movie,99.892
1292618,Pacific Rim,2013,tt1663662,68726,movie,movie,99.942
1196323,Justice League,2017,tt0974015,141052,movie,movie,99.952
1195868,Jurassic World,2015,tt0369610,135397,movie,movie,99.942
1129885,Fantastic Beasts and Where to Find Them,2016,tt3183660,259316,movie,movie,99.951
144358,Batman v Superman: Dawn of Justice,2016,tt2975590,209112,movie,movie,99.951
132421,Aquaman,2018,tt1477834,297802,movie,movie,99.954
3171197,Blood of Zeus,2020,tt10009170,111111,tv,tv_series,97.412
388699,One-Punch Man,2015,tt4508902,63926,tv,tv_series,99.226
352600,Hilda,2018,tt6385540,82456,tv,tv_series,94.823
1676701,Migration,2023,tt6495056,940551,movie,movie,99.929
1623694,The Electric State,2025,tt7766378,777443,movie,movie,99.809
1588007,Cowboy Bebop,2021,tt1267295,84469,tv,tv_series,93.847
1561438,DC League of Super-Pets,2022,tt8912936,539681,movie,movie,99.836
