id,name,host_source_id,host_source,type,logo_100px,ios_appstore_url,android_playstore_url,android_scheme,ios_scheme,regions
512,MagentaTV,,,sub,https://cdn.watchmode.com/provider_logos/512_generic_v4.png,,,,,['DE']
488,maxdome Store,,,purchase,https://cdn.watchmode.com/provider_logos/488_generic_v4.png,,,,,"['AT', 'DE']"
636,Mediaset Infinity,,,sub,https://cdn.watchmode.com/provider_logos/636_generic_v4.png,,,,,['IT']
684,meJane,,,purchase,https://cdn.watchmode.com/provider_logos/684_generic_v4.png,,,,,['NL']
510,Mercado Play,,,free,https://cdn.watchmode.com/provider_logos/510_generic_v4.png,,,,,"['AR', 'BR', 'CO', 'MX']"
375,MGM+ (Via Amazon Prime),24.0,Amazon,sub,https://cdn.watchmode.com/provider_logos/mgmplus_primevideo_100px.png,,,,aiv,"['AT', 'AU', 'BE', 'BR', 'CA', 'CO', 'DE', 'ES', 'FI', 'FR', 'GB', 'IN', 'IT', 'JP', 'MX', 'NL', 'NZ', 'PL', 'SE', 'US']"
479,MHz Choice,,,sub,https://cdn.watchmode.com/provider_logos/479_generic_v4.png,,,,,"['CA', 'US']"
523,MLB.TV,,,sub,https://cdn.watchmode.com/provider_logos/523_generic_v4.png,,,,,['US']
504,MovistarTV,,,sub,https://cdn.watchmode.com/provider_logos/504_generic_v4.png,,,,,"['AR', 'CO']"
178,MTV,,,tve,https://cdn.watchmode.com/provider_logos/mtv_100px.png,http://itunes.apple.com/app/mtv/id422366403,https://play.google.com/store/apps/details?id=com.mtvn.mtvPrimeAndroid,,,['US']
179,MTV,,,free,https://cdn.watchmode.com/provider_logos/mtv_100px.png,http://itunes.apple.com/app/mtv/id422366403,https://play.google.com/store/apps/details?id=com.mtvn.mtvPrimeAndroid,mtvnetworkapp,mtvnetworkapp,['US']
553,MTV Katsomo,,,sub,https://cdn.watchmode.com/provider_logos/553_generic_v4.png,,,,,['FI']
181,MUBI,,,sub,https://cdn.watchmode.com/provider_logos/mubi_100px.png,http://itunes.apple.com/app/mubi/id626148774,https://play.google.com/store/apps/details?id=com.mubi,,mubi,"['MX', 'NO', 'US', 'CA', 'GB', 'ES', 'JP', 'KR', 'AE', 'AT', 'BG', 'CH', 'DK', 'EE', 'FI', 'GR', 'HK', 'HR', 'HU', 'ID', 'IE', 'IL', 'MY', 'PH', 'PL', 'RO', 'RS', 'SE', 'SG', 'TH', 'UA', 'ZA', 'DE', 'IS', 'PT', 'VN', 'AR', 'CO', 'CL', 'LT', 'PA', 'FR', 'TR', 'PE', 'BE', 'IN', 'NL', 'BR', 'AU', 'IT', 'NZ', 'RU', 'EC']"
418,My5,,,free,https://cdn.watchmode.com/provider_logos/418_generic_v4.png,,,my5,my5,['GB']
198,National Geographic,,,free,https://cdn.watchmode.com/provider_logos/natgeo_100px.png,,,,,['US']
199,National Geographic,,,tve,https://cdn.watchmode.com/provider_logos/natgeo_100px.png,,,,,['US']
190,NBA League Pass,,,sub,https://cdn.watchmode.com/provider_logos/190_generic_v4.png,http://itunes.apple.com/app/nba/id335744614,https://play.google.com/store/apps/details?id=com.nbadigital.gametimelite,,,['US']
191,NBC,,,free,https://cdn.watchmode.com/provider_logos/nbc_100px.png,http://itunes.apple.com/app/nbc/id442839435,https://play.google.com/store/apps/details?id=com.nbcuni.nbc,nbctve,nbctve,['US']
194,NBC News,,,tve,https://cdn.watchmode.com/provider_logos/nbc_news_100px.png,http://itunes.apple.com/app/nbc-news/id319740707,https://play.google.com/store/apps/details?id=com.zumobi.msnbc,,,['US']
507,Neon TV,,,sub,https://cdn.watchmode.com/provider_logos/507_generic_v4.png,,,,,['NZ']
651,NFL Sunday Ticket,,,sub,https://cdn.watchmode.com/provider_logos/651_generic_v4.png,,,,,['US']
650,NFL+,,,sub,https://cdn.watchmode.com/provider_logos/650_generic_v4.png,,,,,['US']
466,NLZIET,,,sub,https://cdn.watchmode.com/provider_logos/466_generic_v4.png,,,,,['NL']
477,Noovo,,,free,https://cdn.watchmode.com/provider_logos/477_generic_v4.png,,,,,['CA']
640,NPO Plus,,,sub,https://cdn.watchmode.com/provider_logos/640_generic_v4.png,,,,,['NL']
599,NRK TV,,,free,https://cdn.watchmode.com/provider_logos/599_generic_v4.png,,,,,['NO']
586,NWSL+,,,sub,https://cdn.watchmode.com/provider_logos/586_generic_v4.png,,,,,"['CA', 'GB']"
480,OnDemandKorea,,,free,https://cdn.watchmode.com/provider_logos/480_generic_v4.png,,,,,"['AR', 'US']"
594,Optus Sport,,,sub,https://cdn.watchmode.com/provider_logos/594_generic_v4.png,,,,,['AU']
518,Orange VOD,,,purchase,https://cdn.watchmode.com/provider_logos/518_generic_v4.png,,,,,['FR']
214,Oxygen,,,tve,https://cdn.watchmode.com/provider_logos/oxygen_100px.png,http://itunes.apple.com/app/oxygen-now/id700797306,https://play.google.com/store/apps/details?id=com.nbcu.tve.oxygen,oxygentve,oxygentve,['US']
435,OzFlix,,,purchase,https://cdn.watchmode.com/provider_logos/435_generic_v4.png,,,,,['AU']
221,Paramount Network,,,tve,https://cdn.watchmode.com/provider_logos/paramount_network_100px.png,http://itunes.apple.com/app/paramount-network/id906788127,https://play.google.com/store/apps/details?id=com.vmn.android.spike,paramountnetwork,paramountnetwork,['US']
489,Paramount+ (Via Amazon Prime),24.0,Amazon,sub,https://cdn.watchmode.com/provider_logos/489_generic_v4.png,,,,,"['AR', 'AT', 'AU', 'BR', 'CA', 'CO', 'DE', 'FR', 'GB', 'IE', 'IT', 'MX', 'US']"
501,Paramount+ (Via Apple TV),522.0,Apple TV,sub,https://cdn.watchmode.com/provider_logos/501_generic_v4.png,,,,,"['AR', 'AT', 'AU', 'BR', 'CA', 'CH', 'CO', 'DE', 'FR', 'GB', 'IE', 'IT', 'MX', 'US']"
621,Pathé Home,,,purchase,https://cdn.watchmode.com/provider_logos/621_generic_v4.png,,,,,['FR']
637,Pathé Thuis,,,purchase,https://cdn.watchmode.com/provider_logos/637_generic_v4.png,,,,,['NL']
217,PBS Kids,,,free,https://cdn.watchmode.com/provider_logos/pbs_kids_100px.png,http://itunes.apple.com/app/pbs-kids-video/id435138734,https://play.google.com/store/apps/details?id=org.pbskids.video,,,['US']
485,PBS Masterpiece (Via Amazon Prime),24.0,Amazon,sub,https://cdn.watchmode.com/provider_logos/485_generic_v4.png,,,,,"['CA', 'US']"
565,Peacock Premium Plus Amazon Channel,24.0,Amazon,sub,https://cdn.watchmode.com/provider_logos/565_generic_v4.png,,,,,['US']
468,Philo,,,sub,https://cdn.watchmode.com/provider_logos/468_generic_v4.png,,,,,['US']
666,Philo Free,,,free,https://cdn.watchmode.com/provider_logos/666_generic_v4.png,,,,,['US']
638,Pilot WP,,,sub,https://cdn.watchmode.com/provider_logos/638_generic_v4.png,,,,,['PL']
616,Play Suisse,,,free,https://cdn.watchmode.com/provider_logos/616_generic_v4.png,,,,,['CH']
620,Player,,,purchase,https://cdn.watchmode.com/provider_logos/620_generic_v4.png,,,,,['PL']
463,Plex,,,purchase,https://cdn.watchmode.com/provider_logos/463_generic_v4.png,,,,,"['US', 'AU', 'NZ', 'FR', 'CA', 'GB', 'BR', 'ES', 'IN', 'AT', 'IT', 'AR', 'BE', 'CO', 'DK', 'FI', 'DE', 'IS', 'IE', 'JP', 'MX', 'NL', 'NO', 'PL', 'PT', 'SG', 'KR', 'SE', 'CH']"
391,Pluto TV,,,free,https://cdn.watchmode.com/provider_logos/391_generic_v4.png,,,,,"['US', 'DE', 'BR', 'AR', 'CO', 'MX', 'NO', 'SE', 'DK', 'FR', 'CA', 'GB', 'ES', 'IT', 'AT', 'CH']"
225,Popcornflix,,,free,https://cdn.watchmode.com/provider_logos/popcornflix_100px.png,http://itunes.apple.com/app/popcornflix-free-movies/id493605531,https://play.google.com/store/apps/details?id=com.curiousbrain.popcornflix,,,['US']
584,Premier Sports,,,sub,https://cdn.watchmode.com/provider_logos/584_generic_v4.png,,,,,['CA']
535,Premiere Max,,,purchase,https://cdn.watchmode.com/provider_logos/535_generic_v4.png,,,,,['FR']
25,Prime Video Free,,,free,https://cdn.watchmode.com/provider_logos/primeVideo_free_100px.png,http://itunes.apple.com/app/amazon-instant-video/id5455193,http://amazon.com/GetAndroidVideo,,,"['AU', 'CA', 'GB', 'NZ', 'US']"
688,RaiPlay,,,free,https://cdn.watchmode.com/provider_logos/688_generic_v4.png,,,,,['IT']
417,Rakuten TV,,,purchase,https://cdn.watchmode.com/provider_logos/417_generic_v4.png,,,,,"['DE', 'AT', 'CH', 'BE', 'FR', 'GB', 'IE', 'DK', 'NL', 'IT', 'PT', 'FI', 'NO', 'SE', 'ES', 'PL']"
471,Rakuten Viki,,,sub,https://cdn.watchmode.com/provider_logos/471_generic_v4.png,,,,,"['CA', 'DE', 'ES', 'IS', 'US']"
580,RDS,,,sub,https://cdn.watchmode.com/provider_logos/580_generic_v4.png,,,,,['CA']
589,RDS (Via Amazon Prime),24.0,Amazon,sub,https://cdn.watchmode.com/provider_logos/589_generic_v4.png,,,,,['CA']
503,RTL+,,,sub,https://cdn.watchmode.com/provider_logos/503_generic_v4.png,,,,,"['AT', 'DE']"
653,RTVE Play,,,free,https://cdn.watchmode.com/provider_logos/653_generic_v4.png,,,,,['ES']
541,Ruutu,,,sub,https://cdn.watchmode.com/provider_logos/541_generic_v4.png,,,,,['FI']
429,SBS On Demand,,,free,https://cdn.watchmode.com/provider_logos/429_generic_v4.png,,,,sbsondemand,['AU']
237,Science GO,,,tve,https://cdn.watchmode.com/provider_logos/scigo_100px.png,http://itunes.apple.com/app/id1111281685,https://play.google.com/store/apps/details?id=com.discovery.scigo,sci-go,sci-go,['US']
487,SF Anytime,,,purchase,https://cdn.watchmode.com/provider_logos/487_generic_v4.png,,,,,"['DK', 'FI', 'NO', 'SE']"
575,SFR Play,,,sub,https://cdn.watchmode.com/provider_logos/575_generic_v4.png,,,,,['FR']
246,Shout! Factory TV,,,free,https://cdn.watchmode.com/provider_logos/shout_100px.png,,,,,['US']
536,Sky,,,sub,https://cdn.watchmode.com/provider_logos/536_generic_v4.png,,,,,['CH']
592,Sky Sports,,,sub,https://cdn.watchmode.com/provider_logos/592_generic_v4.png,,,,,['GB']
411,Sky Store,,,purchase,https://cdn.watchmode.com/provider_logos/411_generic_v4.png,,,,,"['GB', 'DE', 'AT', 'CH', 'IE']"
598,Sky X,,,sub,https://cdn.watchmode.com/provider_logos/598_generic_v4.png,,,,,['AT']
519,Sling TV,,,sub,https://cdn.watchmode.com/provider_logos/519_generic_v4.png,,,,,['US']
668,Sling TV Orange,,,sub,https://cdn.watchmode.com/provider_logos/668_generic_v4.png,,,,,['US']
459,Sony LIV,,,sub,https://cdn.watchmode.com/provider_logos/459_generic_v4.png,,,,,['IN']
603,Sooner,,,purchase,https://cdn.watchmode.com/provider_logos/603_generic_v4.png,,,,,"['BE', 'FR', 'NL']"
259,South Park Studios,,,free,https://cdn.watchmode.com/provider_logos/sps_100px.png,,,,,['US']
590,Sportsnet (Via Amazon Prime),24.0,Amazon,sub,https://cdn.watchmode.com/provider_logos/590_generic_v4.png,,,,,['CA']
582,Sportsnet+,,,sub,https://cdn.watchmode.com/provider_logos/582_generic_v4.png,,,,,['CA']
482,StackTV (Via Amazon Prime),24.0,Amazon,sub,https://cdn.watchmode.com/provider_logos/482_generic_v4.png,,,,,['CA']
386,STARZ (Via Hulu),157.0,Hulu,sub,https://cdn.watchmode.com/provider_logos/386_generic_v4.png,,,hulu,hulu,['US']
495,Strim,,,sub,https://cdn.watchmode.com/provider_logos/495_generic_v4.png,,,,,['NO']
433,Sun Nxt,,,sub,https://cdn.watchmode.com/provider_logos/433_generic_v4.png,,,,,"['US', 'CA', 'AU', 'IN', 'NZ', 'IS', 'SG', 'ZA']"
267,Sundance,,,tve,https://cdn.watchmode.com/provider_logos/sundance_100px.png,,,,onemainstream.MG9WJCOV,"['US', 'CA']"
268,SundanceNow Doc Club,,,sub,https://cdn.watchmode.com/provider_logos/sundance_now_100px.png,http://itunes.apple.com/app/sundancenow-doc-club-documentaries/id879902807,https://play.google.com/store/apps/details?id=com.dramafever.docclub,,,"['US', 'CA']"
635,SVT,,,free,https://cdn.watchmode.com/provider_logos/635_generic_v4.png,,,,,['SE']
415,Talk Talk TV,,,purchase,https://cdn.watchmode.com/provider_logos/415_generic_v4.png,,,,,['GB']
272,TBS,,,tve,https://cdn.watchmode.com/provider_logos/tbs_100px.png,http://itunes.apple.com/app/watch-tbs/id462780547,https://play.google.com/store/apps/details?id=com.turner.tbs.android.networkapp,watchtbs,watchtbs,['US']
687,Télé-Québec,,,free,https://cdn.watchmode.com/provider_logos/687_generic_v4.png,,,,,['CA']
514,Tele2 Play,,,sub,https://cdn.watchmode.com/provider_logos/514_generic_v4.png,,,,,['SE']
656,Telenet,,,sub,https://cdn.watchmode.com/provider_logos/656_generic_v4.png,,,,,['BE']
605,TELETOON+ Amazon Channel,24.0,Amazon,sub,https://cdn.watchmode.com/provider_logos/605_generic_v4.png,,,,,['CA']
619,Telia Play,,,purchase,https://cdn.watchmode.com/provider_logos/619_generic_v4.png,,,,,['FI']
528,Tennis Channel,,,sub,https://cdn.watchmode.com/provider_logos/528_generic_v4.png,,,,,['US']
529,Tennis Channel Amazon Channel,24.0,Amazon,sub,https://cdn.watchmode.com/provider_logos/529_generic_v4.png,,,,,['US']
430,tenplay,,,free,https://cdn.watchmode.com/provider_logos/430_generic_v4.png,,,,tenplay,['AU']
545,TF1+,,,sub,https://cdn.watchmode.com/provider_logos/545_generic_v4.png,,,,,['FR']
601,ThreeNow,,,free,https://cdn.watchmode.com/provider_logos/601_generic_v4.png,,,,,['NZ']
544,Timvision,,,purchase,https://cdn.watchmode.com/provider_logos/544_generic_v4.png,,,,,['IT']
652,Tivify,,,free,https://cdn.watchmode.com/provider_logos/652_generic_v4.png,,,,,['ES']
274,TLC GO,,,tve,https://cdn.watchmode.com/provider_logos/tlcgo_100px.png,http://itunes.apple.com/app/id1101436320,https://play.google.com/store/apps/details?id=com.discovery.tlcgo,tlc-go,tlc-go,['US']
276,TNT,,,tve,https://cdn.watchmode.com/provider_logos/tnt_100px.png,http://itunes.apple.com/app/watch-tnt/id460494135,https://play.google.com/store/apps/details?id=com.turner.tnt.android.networkapp,watchtnt,watchtnt,['US']
548,Toggo,,,free,https://cdn.watchmode.com/provider_logos/548_generic_v4.png,,,,,['DE']
292,Travel Channel,,,free,https://cdn.watchmode.com/provider_logos/trvl_100px.png,,,,trav-go,['US']
353,truTV,,,tve,https://cdn.watchmode.com/provider_logos/trutv_100px.png,http://itunes.apple.com/app/watch-trutv/id396972659,https://play.google.com/store/apps/details?id=com.turner.trutv,watchtrutv,watchtrutv,['US']
579,TSN,,,sub,https://cdn.watchmode.com/provider_logos/579_generic_v4.png,,,,,['CA']
588,TSN (Via Amazon Prime),24.0,Amazon,sub,https://cdn.watchmode.com/provider_logos/588_generic_v4.png,,,,,['CA']
581,TSN Plus,,,sub,https://cdn.watchmode.com/provider_logos/581_generic_v4.png,,,,,['CA']
574,TV 2,,,sub,https://cdn.watchmode.com/provider_logos/574_generic_v4.png,,,,,['DK']
542,TV 2 Play,,,purchase,https://cdn.watchmode.com/provider_logos/542_generic_v4.png,,,,,['NO']
277,TV Land,,,tve,https://cdn.watchmode.com/provider_logos/tvland_100px.png,http://itunes.apple.com/us/app/tv-land/id1065978080,https://play.google.com/store/apps/details?id=com.vmn.playplex.tvland,tvlandnetworkapp,tvlandnetworkapp,['US']
278,TV Land,,,free,https://cdn.watchmode.com/provider_logos/tvland_100px.png,http://itunes.apple.com/us/app/tv-land/id1065978080,https://play.google.com/store/apps/details?id=com.vmn.playplex.tvland,tvlandnetworkapp,tvlandnetworkapp,['US']
571,TV4 Play,,,sub,https://cdn.watchmode.com/provider_logos/571_generic_v4.png,,,,,['SE']
591,TVA Sports Direct (Via Amazon Prime),24.0,Amazon,sub,https://cdn.watchmode.com/provider_logos/591_generic_v4.png,,,,,['CA']
583,TVA+,,,sub,https://cdn.watchmode.com/provider_logos/583_generic_v4.png,,,,,['CA']
513,TVING,,,sub,https://cdn.watchmode.com/provider_logos/513_generic_v4.png,,,,,['KR']
539,TVNZ+,,,free,https://cdn.watchmode.com/provider_logos/539_generic_v4.png,,,,,['NZ']
508,U-NEXT,,,sub,https://cdn.watchmode.com/provider_logos/508_generic_v4.png,,,,,['JP']
416,UKTV Play,,,free,https://cdn.watchmode.com/provider_logos/416_generic_v4.png,,,,uktvplay,['GB']
502,Universal+ (Via Amazon Prime),24.0,Amazon,sub,https://cdn.watchmode.com/provider_logos/502_generic_v4.png,,,,,"['AR', 'BE', 'BR', 'CO', 'FR', 'MX']"
570,UPC TV,,,purchase,https://cdn.watchmode.com/provider_logos/570_generic_v4.png,,,,,['CH']
298,USA,,,free,https://cdn.watchmode.com/provider_logos/usa_100px.png,http://itunes.apple.com/app/usa-now/id661695783,https://play.google.com/store/apps/details?id=com.usanetwork.watcher,usatve,usatve,['US']
302,VH1,,,free,https://cdn.watchmode.com/provider_logos/vh1_100px.png,http://itunes.apple.com/app/vh1/id413522634,https://play.google.com/store/apps/details?id=com.mtvn.vh1android,vh1networkapp,vh1networkapp,['US']
303,VH1,,,tve,https://cdn.watchmode.com/provider_logos/vh1_100px.png,http://itunes.apple.com/app/vh1/id413522634,https://play.google.com/store/apps/details?id=com.mtvn.vh1android,vh1networkapp,vh1networkapp,['US']
597,VI movies and tv,,,sub,https://cdn.watchmode.com/provider_logos/597_generic_v4.png,,,,,['IN']
486,Viaplay,,,purchase,https://cdn.watchmode.com/provider_logos/486_generic_v4.png,,,,,"['DK', 'FI', 'IS', 'NL', 'NO', 'SE']"
305,Vice TV,,,tve,https://cdn.watchmode.com/provider_logos/viceland_100px.png,http://itunes.apple.com/app/viceland/id1075922366,https://play.google.com/store/apps/details?id=com.vice.viceland,,,['US']
547,Videobuster,,,purchase,https://cdn.watchmode.com/provider_logos/547_generic_v4.png,,,,,['DE']
511,Videoload,,,purchase,https://cdn.watchmode.com/provider_logos/511_generic_v4.png,,,,,['DE']
313,Vimeo,,,free,https://cdn.watchmode.com/provider_logos/vimeo_100px.png,http://itunes.apple.com/app/vimeo/id425194759,https://play.google.com/store/apps/details?id=com.vimeo.android.videoapp,,,['US']
446,Virgin TV GO,,,sub,https://cdn.watchmode.com/provider_logos/446_generic_v4.png,,,,,['GB']
655,Viu,,,sub,https://cdn.watchmode.com/provider_logos/655_generic_v4.png,,,,,['SG']
534,VIVA by videofutur,,,purchase,https://cdn.watchmode.com/provider_logos/534_generic_v4.png,,,,,['FR']
474,ViX,,,free,https://cdn.watchmode.com/provider_logos/474_generic_v4.png,,,,,"['AR', 'CO', 'MX', 'US']"
330,Watch Food Network,,,tve,https://cdn.watchmode.com/provider_logos/foodnet_100px.png,http://itunes.apple.com/app/watch-food-network/id642410271,https://play.google.com/store/apps/details?id=com.foodnetwork.watcher,,food-go,['US']
331,Watch HGTV,,,tve,https://cdn.watchmode.com/provider_logos/hgtv_100px.png,http://itunes.apple.com/app/hgtv-watch/id376038666,https://play.google.com/store/apps/details?id=com.hgtv.watcher,,hgtv-go,['US']
332,Watch TCM,,,tve,https://cdn.watchmode.com/provider_logos/tcm_100px.png,http://itunes.apple.com/app/watch-tcm/id341161319,https://play.google.com/store/apps/details?id=com.tcm.tcm,,,['US']
333,Watch Travel Channel,,,tve,https://cdn.watchmode.com/provider_logos/trvl_100px.png,http://itunes.apple.com/app/watch-travel-channel/id596546023,https://play.google.com/store/apps/details?id=com.travelchannel.watcher,,,['US']
509,Watcha,,,sub,https://cdn.watchmode.com/provider_logos/509_generic_v4.png,,,,,['KR']
515,wavve,,,sub,https://cdn.watchmode.com/provider_logos/515_generic_v4.png,,,,,['KR']
315,WE tv,,,tve,https://cdn.watchmode.com/provider_logos/wetv_100px.png,http://itunes.apple.com/app/we-tv-mobile-for-ipad/id546812802,https://play.google.com/store/apps/details?id=com.wetv.WEtviPhoneApp,,,['US']
478,WETA+,,,sub,https://cdn.watchmode.com/provider_logos/478_generic_v4.png,,,,,['US']
398,Windows Store,,,purchase,https://cdn.watchmode.com/provider_logos/windows_store_100px.png,,,,,"['AU', 'BR', 'CA', 'GB', 'US']"
524,WNBA League Pass,,,sub,https://cdn.watchmode.com/provider_logos/524_generic_v4.png,,,,,['US']
537,WOW,,,sub,https://cdn.watchmode.com/provider_logos/537_generic_v4.png,,,,,['DE']
540,WOW Presents Plus,,,sub,https://cdn.watchmode.com/provider_logos/540_generic_v4.png,,,,,"['AR', 'AT', 'AU', 'BE', 'BR', 'CA', 'CH', 'CO', 'DE', 'DK', 'ES', 'FI', 'FR', 'GB', 'IE', 'IN', 'IS', 'IT', 'JP', 'KR', 'MX', 'NL', 'NO', 'NZ', 'PL', 'PT', 'SE', 'SG', 'US', 'ZA']"
472,Xumo Play,,,free,https://cdn.watchmode.com/provider_logos/472_generic_v4.png,,,,,['US']
685,Yle Areena,,,free,https://cdn.watchmode.com/provider_logos/685_generic_v4.png,,,,,['FI']
345,YouTube,,,free,https://cdn.watchmode.com/provider_logos/youtube_100px.png,http://itunes.apple.com/app/youtube/id544007664,https://play.google.com/store/apps/details?id=com.google.android.youtube,,youtube,"['GB', 'US', 'DE', 'CA']"
469,YouTube TV,,,sub,https://cdn.watchmode.com/provider_logos/469_generic_v4.png,,,,,['US']
552,ZDF,,,free,https://cdn.watchmode.com/provider_logos/552_generic_v4.png,,,,,"['AT', 'CH', 'DE']"
450,Zee5,,,sub,https://cdn.watchmode.com/provider_logos/450_generic_v4.png,,,,,"['IN', 'AE', 'AT', 'BG', 'CH', 'CL', 'CZ', 'DK', 'EC', 'EE', 'FI', 'GR', 'HK', 'HU', 'IE', 'IL', 'IS', 'LT', 'MY', 'NO', 'PA', 'PE', 'PH', 'PL', 'PT', 'RO', 'RS', 'SE', 'SG', 'TR', 'ZA', 'HR', 'ID', 'RU', 'TH', 'UA', 'VN', 'AU', 'AR', 'CO', 'FR', 'MX', 'IT', 'JP', 'KR', 'DE', 'NZ', 'BE', 'NL']"
